text,label
"ओह-नहीं-नहीं-नहीं, तुम हो!",2
क्या हुआ? आप अभी भी मोनिका शादी निधि है आप नहीं?,1
गंध परिचित?,1
और क्या तुम्हें याद है कि मैं मेरे बटुआ में जा रहा था और फोन चोरी करता था?!,0
"चलो, ये हम हैं।",1
हमेशा.,0
"मॉन, अपने आप को देखो. आप अपने गर्दन पर कुकी है.",0
चश्मा में देखो क्यों नहीं?,0
Hey!,1
ऐसा लगता है जैसे मैं उर्सुला से कह रहा था जब मैं उससे प्यार कर रहा था और मैंने सोचा था कि वह आप थे-हाँ यह बहुत अजीब है।,0
क्या आप बच्चे के साथ यात्रा कर रहे हैं?,1
"तो मुझे लगता है कि मैं सिर्फ हॉल को पार कर बैठ जाऊँगा और मैं वहाँ पहली आदमी के साथ सो जाऊँगा!""",0
वे सच नहीं है?,0
तीन मिनट में।,1
क्या आप मेरी जन्म तिथि के आधार पर यह पता नहीं कर सकते?,0
"वह आश्चर्यजनक है! वह उन महिलाओं को बनाती है कि मैं के बारे में स्वप्न देख रहा हूँ छोटा, मोटा, केशहीन पुरुषों की तरह दिखता है!",2
"अरे, मैंने सोचा था कि मैंने तुम्हें खुश किया है।",1
"क्योंकि जब भी मैं आपके चेहरे को देखता हूँ, मैं फरियाद से गिरने के लिए मदद नहीं कर सकता. मैं जानता हूँ.....",2
एचएम-एमएम,1
"अच्छा, अगर आप चाहते हैं तो आप रचेल का अनुभव कर सकते हैं और फिर तुलना करने के लिए मेरा अनुभव कर सकते हैं.",1
हार्मोन,1
Phoebe?,1
"ठीक है, चलो इसे करते हैं।",0
तुम नहीं समझते कि वे मुझे निर्णय देंगे और हँसी उड़ा देंगे?,0
"ठीक है. यहाँ चला जाता है. कुछ समय के लिए अब, मैं करना चाहता हूँ, हं...",1
"नहीं, मैं इसे बाहर नहीं मिल सकता।",0
आप कर सकते हैं।,1
लेकिन मैंने इसे बचा लिया। मैंने अपने टोकरी पर रख दिया।,0
यहाँ तुम जाओ!,1
"मैं जानता हूँ! हाथ मत बदलें, ठीक है?",0
"हं, वास्तव में मैं आपको बताने के लिए था कि मैं था, मैं उससे बाहर निकलने के लिए जा रहा था, लेकिन hey, अगर हम सिर्फ चारों ओर जा रहे हैं तो uh, शायद मैं",1
"रोस, मैं एक मिनट के लिए आप से बात कर सकता हूँ?",1
"hey, Phoebe, देखो, मैं, uh, मैं राज्य भौगोलिक रूप से निर्धारित किया...",1
वह बहुत मोहक है।,1
"लेकिन जहां तक सुरक्षा बढ़ने की बात है, मुझे भय है कि पुस्तकालय में बहुत कम कर्मचारी हैं।",1
हाँ! हू!,2
"हाँ, यह वहाँ है।",1
"ठीक है, हाँ, यह एक असामान्य घर है कि तरह है।",1
अमरी-कान,1
इस तरह।,1
"हाँ, वे इतना बुरा नहीं हैं।",1
"Phoebe, तुम रायल को परेशान करने के लिए Joey ड्रम मिला है, तो वह अब वहाँ रहने के लिए नहीं चाहता?",1
"क्या आप चाहते हैं, क्या आप कॉफी ले सकते हैं?",1
"आप निष्ठावान हैं, आप सच्चे हैं, और आप निष्ठावान हैं!",2
ओह हाँ.,2
"तो, Phoebs $7.50 ऋणी है, मोनिका, आप $10 ऋणी है, और रचेल, आप पंद्रह बड़े ऋणी हैं.",1
क्या आप नहीं चाहते थे कि लोग यह जान लें?,2
"नहीं, हम करेंगे-हम इसे वापस लाएँगे! बस इसे अपने वस्त्र के नीचे रखें.",1
मैं अभी जा रहा था।,1
ओह. ओह नहीं इंतजार.,1
"मोनिका इस बात का सामना करता है, चंडलर विवाह के खिलाफ है. और-और हमेशा हो जाएगा!",1
ओह भगवान्।,1
"ठीक है. तो मुझे लगता है कि यह बस है, यहाँ तो प्रतीक्षा है. मैं येमन के लिए एक झूठा टिकट की जरूरत है.",1
"हू, हू, हू, इंतजार, हू.",1
भाषण! भाषण! हम जन्मदिन की लड़की से सुनते हैं! हू?,2
"अच्छी तरह से, यह इसलिए है कि मैं आप पर भरोसा करता हूँ, आप मेरे सबसे अच्छे मित्रों में से एक हैं, और तुम मेरे पास चला गया जब मैं रिंग पुस्तिकाओं को देख रहा था.",0
"हाँ! जा रहा है, आदमी! अभी भी अंडे मिल गया है, हू?",2
रोस.,1
"ठीक है, यह एक लड़की सुनना चाहता है कुछ नहीं है।",0
"कृपया? कृपया?! हम सिर्फ सभी को बताने के साथ काम नहीं करना चाहते, ठीक है? बस आप नहीं बताने का वचन देते हैं.",0
"देखो, यहाँ तुम जाओ, साफ करने के काम!",2
ग gravy है?,1
"हाँ, लेकिन मुझे लगता था कि यह इसलिए था कि मैं पूरी बात अपने हाथ पर रख दिया था और यह टेबल के पार चलने के लिए किया।",1
"अरे माँ, यह जिल है।",1
अरे भगवान! आप इस बारे में बहुत सोच रहे हैं।,1
"अब देखो, आप डेटी के साथ एक डेट करने के लिए जा रहे हैं और आप इतनी मोहक होने के लिए जा रहे हैं कि वह उस मूर्ख सबवे लड़की के बारे में सब भूलने के लिए जा रहा है जा रहे हैं।",1
हाय! Phoebe.,2
मुझे लगता है कि यह संख्या सही नहीं है!,0
"फायर एलार्म? ओह! अरे, अधिकारी-फ़ायरमैन, मैं आप की मदद कर सकता हूँ?",1
हमने सेक्स नहीं किया था।,1
यहीं।,1
"तो ओह, तुम कैसे कर रहे हो?",1
"Hey, Joe.",1
मुझे लगता है कि मैं तुम्हें प्यार करता हूँ।,2
"बस uh, सिर्फ सीधा खड़ा हो.",0
"आपका कमराmate का नाम क्या है जो बहुत, बहुत खेद करता है और कुछ भी कर सकता है",1
मुझे लगता है कि मैं तुम्हें याद कर सकता था!,1
धन्यवाद।,2
"और uh, और वहाँ डेविड, मैंने सुना है कि वह एक कप नहीं पहनता है।",1
सिर्फ आपको मेरा रन-of-the-mill-slice-it-right-off तीसरा निप्पल दिखा रहा है।,1
"तो प्यारे, आज सुबह बहुत मजेदार था, हं? मैं वहाँ धोने में तुम पर आरोहण कर रहा हूँ.",2
तुम्हें क्या पता है? यह कोई बात नहीं है! क्योंकि यह सच नहीं है!,0
"उस के बारे में सुनो, पूरी uh, जो उस चीज़ के लिए आया वास्तव में कोई बात नहीं है.",1
"मैं बहुत, बहुत, बहुत, बहुत बख्शता हूँ!",0
ठीक है उस लड़की का फोन नंबर।,1
"ओह, मैं यह नहीं देखना चाहता!",0
"ओह, वह चाहता है।",1
"और अब फीब्स, आप एक ही बात कर रहे हैं!",0
वह चोरी है!,0
"आप क्या करना चाहिए पता है, सिर्फ 'उन्हें शीडर में डाल दिया और दावा तुम कभी 'उन्हें नहीं मिला.",1
"अच्छी तरह से, मैं मतलब है कि अपने दादाओं के मित्रों के बारे में क्या है? क्या वे रेसिपि नहीं है?",1
"अरे, राच! मैंने कमरे के इस किनारे पर आपके सामान का एक ढेर बनाया. अगर आप सिर्फ...... अपने बटुआओं को उस पर फेंक सकते हैं.",0
"जब हम 40 साल हो जाएँ, यदि हममें से कोई भी विवाहित नहीं है, तो आप क्या कहते हैं कि आप और मैं एक साथ मिलते हैं और एक हो?",1
"देखो? अब, यही कारण है कि सिर्फ छोटे बनावटी पुरुष सभी किकिंग करने के लिए किया जाना चाहिए।",0
"ठीक है, ठीक है, देखो, मैं जानता हूँ कि मैं आज श्री अनुपयुक्त हो रहा हूँ, लेकिन यह सिर्फ इतना कठिन है, मेरा मतलब है कि आप चारों ओर चल रहे हैं और मैं अभी आप को छूना और आप को पकड़ना चाहता हूँ, आओ कोई भी पास नहीं है, बस, बस मुझे चुंबन.",2
"रॉस, मुझे लगता है कि तुम गलत समझ रहे थे जो मैं कह रहा था. मैं सिर्फ तुम्हें बताना चाहता था कि मैं फ्लोरिडा में कुछ सप्ताह के लिए जा रहा हूँ.",1
"ओह, चलो! मैं तुम्हें दस निःशुल्क दे दूँगा",0
"हाँ, आओ.",1
अच्छा!,2
"या, एम्बुलेंस को बुलाएं।",0
"अगर आप इस साइकिल को चलाने के लिए कैसे सीखने के लिए नहीं जा रहे हैं तो मुझे क्षमा है, मैं बस इसे वापस लेने के लिए करने के लिए जा रहा हूँ।",0
"ओह भगवान, मुझे क्षमा है!",2
"अब, मैं सिर्फ उन लोगों के साथ अपने धोने का अवसर पाता हूँ जिन्हें मैं सचमुच प्यार करता हूँ!",2
ठीक है!,0
वह कपड़ों की जाँच कर रही है।,1
एलेक्स ट्रेबेक?,1
"ओह, हाँ. अगर आप हाँ, अपने  hamper ले जाएँ, आप देख सकते हैं कि क्या रंग टाइल पहले हो गया था. हाँ.",0
"आह, बहुत ही स्पष्ट हो गया था क्योंकि यह आपकी दुकान में एकमात्र चीज थी।",1
"यह ठीक है, अब हम सिर्फ उसके Baby Girl ग्रीन कहेंगे।",1
यह बहुत मुश्किल है!,0
Armadillo वास्तव में ऐसा नहीं था,1
हो गया है।,0
"Sweety, अब, वह एक महिला है, एक gumball मशीन नहीं है.",1
"लेकिन नहीं, क्योंकि एक डॉक्टर उसे मदद करने के लिए सक्षम नहीं होगा, यह बस 7 साल की तरह अपने सिस्टम के माध्यम से प्राकृतिक रूप से पार करने के लिए जा रहा है पता है।",1
"वह, वह ऐसा नहीं करेगा, वह मेरे साथ है, वह मेरे साथ है।",0
"मैं जानता हूँ, वह बहुत मोहक है, लेकिन अगर आप दो बाहर जाना शुरू कर दिया है, तो यह सिर्फ यह करने के लिए मेरे लिए बहुत मुश्किल कर देगा कि उसे घृणा करने के लिए.",0
मैं इतना निश्चित था कि काम करने जा रहा था!,0
"ठीक है, अच्छी तरह से, हम उस के बारे में वास्तव में बुरा महसूस किया तो हमने निर्णय लिया कि हम सब एक छोटी-सी यात्रा करने के लिए एक साथ करें!",2
"नहीं, लेकिन चिंता मत करो, मुझे विश्वास है कि वे अभी भी वहाँ हैं।",1
"यम मैम, आप एक मिनट है? मुझे कुछ बुरा समाचार है. मुझे नहीं लगता कि मैं Tulsa में ले जा सकता है.",0
"कृपया इसे जोड़ें, यह कानून के विपरीत है उन्हें अलग करने के लिए.",1
यहाँ चेल्सी में।,1
तो? चलो! अपने आप को व्याख्या करें Geller! पहले आप मेरी राहेल गर्भवती हो जाओ!,0
"आओ आदमी, तुम मेरे भागीदार के साथ नृत्य कर सकते हैं, वह वास्तविक है, आह, मृदु!",0
"मैं आप लोगों के साथ बाहर लगता है, और वेगास में एक ड्रग शो में स्टार है।",0
ओह नहीं-नहीं-नहीं! ठहरें! ठहरें! क्योंकि आप-आप-आप-आप-आप ठहरें!,0
"मैं जानता हूँ, मैं जानता हूँ मैं वास्तव में तुम्हें भी पसंद करता हूँ. लेकिन हम नहीं मिल सकता है. यह नियमों के खिलाफ है. यह मना है.",1
ओह।,2
मैं स्कॉट हूँ।,1
"मैं जानता हूँ कि क्या समय है, लेकिन मैं WENUS को देख रहा हूँ और मैं खुश नहीं हूँ!...",0
"ठीक है, ठीक है, मेरे पास सिर्फ एक विचार है! यह गर्म nanny के बारे में है, मैं उसे देखना है!",2
"अच्छा, यह एक बहुत बड़ी प्रतिबद्धता है, मेरा मतलब है, अगर हम में से कोई बाहर जाना चाहता है तो क्या होगा?",1
क्या यह बात है? यह बात है कि आप इतना सुंदर लग रहे हैं।,0
मैं व्यापारियों में जा रहा हूँ।,1
"हाँ, और मैं एक pushover होने के साथ ठीक हूँ।",1
"जोए, तुम बेन की तरह कुछ भी नहीं लगते.",1
रॉस! मुझे लगता है कि वह मेरे पास वापस आने के लिए आप के साथ कुछ होने के लिए प्रयास कर रहा है!,0
"हाँ! और भी, एक फ्रांसीसी आदमी की तरह. मैं पहले कभी ध्यान नहीं दिया था.",1
वह ऐसा कैसे करता है?,1
तुम्हारे पास सिर्फ रोस का बच्चा था!,0
तुम कैसे हो?,1
आप यह कर रहे हैं।,1
"निश्चित रूप से! Phoebe, आप एक ही खेल शो होस्ट नहीं पाएंगे, जो मक्का मैं चिपका नहीं सकता है।",2
... जैसे एक...,1
"अच्छी तरह से, आप दूषित कमर के बारे में सोचना चाहते हैं.",0
कारोल छठी कक्षा में पढ़ाता है।,1
आप क्या कहते हैं? आप क्या कहते हैं?,1
वह मुझे घृणा कर रही है।,0
"ठीक है, महान!",2
"हाँ, मुझे पता है.",1
"ठीक है, ठीक है, हम विंडो की ओर बढ़ रहे हैं needle थ्रेड।",1
देखो? देखो? यह इसलिए था कि तुम चरबी के रूप में व्यर्थ दिख रहे थे!,0
"ओह, अच्छा, आप सुन रहे हैं! ठीक है।",2
अल्लाह!,2
"सचमुच? ठीक है, तो आप मुझे क्यों नहीं बताओ Ross जूनियर साल में क्या हुआ",1
आपका स्वागत है।,1
वह भी सो गया!,0
कागज काटें!,0
"सचमुच? ठीक है, यह सब के घर की तरह है. यह कमरों, दीवारों, और छतों है.",1
"सुनो, तुम्हें देखना बहुत अच्छा था. मुझे स्टेज के पीछे दौड़ना है.",2
"ओह, उसने उसे अपने घर वापस लाया।",1
"हाँ, यह मुश्किल है ठीक है, मैं सिर्फ दो जगहें बचा है।",1
"हाँ, मैं तुम्हें कुछ करने में मदद कर सकता हूँ?",1
"अब, Phoebs.",1
वह आप से फिर बात करना चाहता है।,1
हं... रोस?,1
क्यों नहीं? मैं यह अकेले नहीं करना चाहता! और वह एक ऐसा मधुर आदमी है और वह मुझे बहुत प्यार करता है।,0
नहीं-नहीं-नहीं-नहीं! आप नहीं कर सकते!,0
आप मुझे मजाक कर रहे हैं! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey!,0
"वह मुझसे बच रही है, वह मुझे बताना नहीं चाहती कि मेरा पिता कहाँ है.",0
"मैं जानता हूँ, यह अद्भुत था! मेरा मतलब है, हम पूरी तरह से nailed यह था, यह सुंदर था।",2
तुमने मुझे बचा लिया है!,2
"नहीं, मेरा मतलब है यह ठीक है, मेरा मतलब है, वे-वे मेरे दोस्त हैं।",1
"ठीक है, मैं सिर्फ देखना चाहता था कि आप कहाँ रहते हैं. अब, मुझे दौरे दें.",1
"हाँ, उसे बर्खास्त किया गया है।",1
हम बुरे लोग हैं।,0
"ओह, नहीं, नहीं, मेरे पास कोई नहीं है. मुझे सिर्फ अपने दोस्त से बात करने की जरूरत है.",1
"ठीक है, यह मुझे नहीं मदद करता है, क्योंकि हम एक ही हाई स्कूल में गया था।",1
मुझे लगता है कि आपके पास ज्यादा विकल्प नहीं है।,1
हाँ? सचमुच? कोई घर नहीं है?,1
"ठीक है, दस सेंटीमीटर, यहाँ हम जा रहे हैं।",1
हाँ! तुम उसे टेप करने से पहले एक लड़की को बताना है. एक नया गलती.,0
ओह cool!,2
अरे! तुम एक अच्छा नाचने वाला हो!,1
ठीक है.,1
वे मेरी मिठाई पसंद करते हैं? अरे आदमी!!! मैं जा रहा हूँ अधिक बनाने के लिए है!!,2
यह मेरी शादी है।,1
क्या आप महिलाओं के बारे में कुछ जानते हैं?,1
"हेल्दी नामक एक महिला ने फोन किया और कहा कि हम शादी कर रहे हैं, लेकिन यह हर दिन होता है।",1
कुछ भी नहीं! यह समाप्त है! धिक्कार! यह नियमित कार्यक्रम है!,0
"तो, पक्षियों के बारे में भूल जाओ, लेकिन बड़े लाल कीट अच्छे भोजन का सुझाव देते हैं!",0
ओह मेरी।,1
"बच्चे सो रहे हैं, मुझे विश्वास है कि आप कुछ समय तक अपने आप पर ठीक होंगे!",1
"ठीक है, निश्चित... बस एक सेकंड, हालांकि, क्योंकि पाओलो अपने रास्ते पर है.",1
"ओह, हाँ! तुमने उसे कैसे देखा?",1
"तुम्हें पता है, Joey, मुझे लगता है कि यह बैग छोड़ने के लिए समय है।",0
"ठीक है, महान।",2
"उफ, मोनिका, मैं आप और चंडलर के बारे में जानता हूँ.",0
"अरे, uh, मैं आज कैफेटरी में क्या हुआ के बारे में सचमुच, सचमुच खेद हूँ.",0
यह मेरे काम था? वे पागल थे? यह जैक था? क्या वह चिल्लाया था?!,0
"लेकिन अगर आप इस नए भ्रमित शब्दकोश है कि आप मेरे लिए बनाया जाता है, तो हम, तुम्हें पता है, मेरे मूल शब्दकोश ले जाना है।",1
उसे एक मछली बाजार मिला!,2
शायद. क्या यह तुम्हें डराता है?,1
"तब मुझे यह महसूस हुआ कि मेरी सफलता का कुंजी है, ‘मुंची’। <s> इसलिए मैंने मध्य रात के आसपास न्यूयॉर्क विश्वविद्यालय के छात्रावासों पर प्रहार करना शुरू कर दिया।",2
या एक चाचा...,1
मुझे भी नहीं है। मैं सिर्फ तुम्हारी ओर देख सकता हूँ।,2
धन्यवाद रॉस।,2
"लेकिन यह $2,000 है।",1
मुझे मज़ाक पसंद है।,2
"ओह, यह मेरे लिए एक बहुत महत्वपूर्ण अनुभव था, और मैं इसे आप के साथ साझा करना चाहता था।",2
कुछ भी नहीं।,0
नहीं!,1
"ठीक है यह है, स्कूल सत्र में है!",1
"मैंने आपको कॉफी शॉप से फोन करने की कोशिश की, लेकिन कोई जवाब नहीं मिला।",1
तो मैं आप से यह नीचे रखने के लिए पूछने के लिए जा रहा हूँ.,1
आप दोनों के बहुत बाली वाले बच्चे होंगे।,0
यह कैसे हुआ?,1
यह यहाँ है।,1
"ठीक है, मैं सिर्फ सोचा था कि यह मेरे दोस्त के लिए कुछ अच्छा करने के लिए मुझे अच्छा लगता है।",1
"नहीं, लेकिन मोनिका मंत्री के लिए होनी ने बुलाया, यह जानने के लिए कि क्या हम अभी भी एक साथ थे।",0
हमें ऐसा मत पुकारो!,0
"ओह, मैं तुम्हें नहीं कह सकता कि यह कितना अच्छा था कि भीड़ को देखो और अपने चेहरे को देखो!",2
"खैर, मुझे hookin 'में राच के लिए बहुत धन्यवाद. मैं आप जानना चाहता हूँ कि मैं आप मेरे अतिथि के रूप में हमारी शादी में भाग लेना चाहता हूँ.",2
"और भी, हं, अगले बार आप मुझे देखते हैं, मैं चिल्ला रहा हूँ, चिंता मत करो, कि क्या होना चाहिए है।",1
"तुम जानते हो-मैं ध्यान नहीं दे सका और मैं हर बार जब वह मेरी ओर देखता था, रंजित हो जाता था।",1
अब हम खाने जा सकते हैं।,1
तो मैं तब उड़ने जा रहा हूँ!,1
8 बजे Neil Simon द्वारा आरक्षण में। धन्यवाद-नाईल। शब्दों के लिए धन्यवाद।,1
"क्योंकि सब मैं अब करने के लिए कभी मिलता है गर्भवती बातें है, यह सिर्फ मुझे बाहर धकेलता है।",0
"ओह, यह ठीक है. वैसे ही, मैं सिर्फ देख रहा था शून्यマッサージर.",1
"अरे, मुझे नहीं देखो. यह रोस की बात है.",1
तुमने उसे पकाया?,1
खुशी के विचार! खुशी के विचार!,0
"महान! ठीक है, यहाँ।",2
"हाँ, मैं भी।",0
तुम सही हो।,1
हम अभी ही इस शानदार Thanksgiving dinner को पूरा कर चुके हैं।,1
लेकिन मैं नहीं कर सका।,1
ओह सचमुच!,1
चंडलर तुम्हारे लिए भी रहेगा।,1
चलो उन्हें फिर से सुखाएँ।,1
मैंने कभी उसे खाना नहीं दिया।,1
"नहीं, वे-वे सभी सच हैं।",1
मैं नहीं जानता!,0
"मैं मोना को जानता हूँ, मुझे सुनो।",1
"देखो, मैं ऐसा नहीं लगता है Pheebs. ठीक है, मैं यह करूँगा. लेकिन सिर्फ इसलिए कि आप एक दोस्त हैं.",1
क्या आप उत्साहित हैं?,2
"හේ रॉस, क्या यह अच्छा नहीं होगा यदि हम बिना इसे छोड़े दो घंटे सीधे जा सकते हैं?",2
"तो, हं, आप एक जीवन के लिए क्या करते हैं?",1
तुम्हारे एसेन्ट के लिए क्या हो रहा है?,1
"ठीक है, यह शायद इसीलिए बच्चों ने मुझे स्कूल में चुना है, और क्यों मैं कभी भी महिलाओं के साथ अच्छा नहीं कर सकता है... तो, 4 बजे से कल के रूप में, मैं या तो Mark Johnson या John Markson होने जा रहा हूँ.",1
"और-और सच्चे होने के लिए, मैं अभी भी आपके लिए भावनाएँ है.",2
5 घंटे पहले आप अगले कॉलर थे. आप पागल हो जा रहे हैं.,2
"नहीं, हे, अच्छी तरह से, मैं पूरी तरह से समझता हूँ. तुम थे, तुम तनाव में थे.",1
": हाँ, आप उसके साथ बहुत अच्छा नृत्य कर सकते हैं, वह मेरे समान आकार है।",1
क्यों? सचमुच मैंने एक शब्द भी नहीं समझा था कि तुमने कहा था.,1
मैं वापस जाना है,1
मैं लगभग सौ सोच रहा था।,1
"नहीं, एक आदमी कहेगा, ""मैं किसी और के साथ कभी सोने के लिए नहीं जा रहा हूँ.""",0
"अच्छा, मुझे अब जाना है।",1
वे उनके कार्यालय में थे।,1
क्या तुम उसे प्यार करते हो?,1
"नहीं, मैं जानता हूँ, लेकिन मैं-वह बस चला गया।",1
यह कैसे चल रहा है?,1
"आज बैंक में आप में अच्छी दौड़ती है, तो आह, यहाँ मेरा नंबर है, 555-9323. मुझे एक कॉल. बाद में.",1
"कुछ और भी भूल गया, पागल!",2
क्या आप मुझे यह बता सकते हैं जब आप मुझे कुछ बर्फ चहा ले रहे हैं?,0
"उम्, कॉफी के लिए जाने के लिए, कृपया।",1
मैं सिर्फ यह कह रहा हूँ कि केवल एक पुरूष अपने पुरूषता के साथ पूरी तरह सुरक्षित हो सकता है औरतों के कमर में घूम सकता है!,1
ओह!,1
"आप जानते हैं कि आप शायद यह नहीं जानते थे, लेकिन हाई स्कूल में, मैं एक, एम, तुम पर एक बड़ा crush था.",0
"क्या, तुम वास्तव में सोचा था कि यह मुझे बेहतर महसूस करता है मुझे चीजें कि मैं एक और दो महीनों के लिए उपयोग नहीं कर सकता मुझे देने के लिए!",0
यह मेरे लिए मूर्ख नहीं लगता।,1
क्या यही कारण है कि आप एक चाकर बन गए? तो लोग आप को पसंद करेंगे?,1
"हं, जो एक लड़की है, यह जोसेफिन के लिए छोटा है.",1
ओह।,1
आप जीते हैं।,0
"ठीक देखो, मैं इसे 50 डॉलर में बदल रहा हूँ, या आपका सबसे अच्छा प्रस्ताव।",1
यह ठीक हो जाएगा।,1
कोई समस्या नहीं। मैं आपके अपने मित्रों से मिलने की प्रतीक्षा नहीं कर सकता।,2
"अरे! ओह, आपका पहला दिन रेस्तरां में काम करते हुए कैसा था?",2
Noooo!!,1
तुम्हें एमीली के बारे में कल्पनाएं थीं?,0
"Phoebe, oh my God! Wh-wh-what are you doing here?",1
आप एक क्लिनिक में जा रहे हैं!,0
"मेरा मतलब है, यह था जैसे, यह था जैसे उसने हमें एक टीम में बना दिया था.",2
"हाँ, मैं सोच रहा हूँ, अगर हम दोनों के बीच अपने सिरों को एक साथ रख दें, हम उन्हें तोड़ सकते हैं.",1
"या, अन्यथा आप यह दिखा रहे हैं कि आप किसी को देख रहे हैं, जो सिर्फ तुम को इतना निराशाजनक करता है कि मैं यहाँ अनाज की सीढ़ी में रोना शुरू कर सकता है।",0
"ओह, हाँ. सबसे पहले, चुरो आदमी की पीछा करने के लिए दौड़ना नहीं है.",0
"अरे, आदमी. क्या हो गया है?",1
"तो, आप जाने के लिए तैयार हैं?",1
"मैं जानता हूँ कि आप वास्तव में मुझे बच्चे को Joey नाम देना चाहता था, लेकिन है, तो, मैं हूँ, मैं हूँ, मैं हूँ, मैं हूँ बच्चे को Chandler नाम देने के लिए जा रहा हूँ।",1
क्या हो गया है?,1
"ठीक है, आप पक्षियों को पाने के लिए चाहते हैं, पक्षियों को पाने के लिए!",0
"हे सभी, फीब्स यहाँ है!",2
हमने किसी को नहीं बताया क्योंकि हम उससे कोई बड़ा सौदा नहीं करना चाहते थे।,1
क्या?,0
बजाया जा सकता था,1
"क्या? एक्स उच्च है! जैक, रानी, राजा, एक्स!",1
कौन सी स्त्री?,0
"अरे! ऊंचे आदमी! अरे, सुनो, मैं तुम से उस लड़की के बारे में बात करना चाहता था कि आप के साथ नाच रहे हैं.",1
इसके लिए क्या था?,1
आप एक बुढ़ापे की बुराई है।,0
"नहीं, मैं थक गया!",1
"ओह, Phoebe यहाँ है! ठीक है, चलो सभी प्रकाश बाहर कर दें और हम बस फिल्म देखेंगे!",2
"आह, चलो! पता है क्या- पता है क्या, मैं बस घर जा रहा हूँ और Kathy फोन करने के लिए जा रहा हूँ लगता है।",1
मैं प्रथम विश्वयुद्ध के एक महाकाव्य में एक kangaroo को देखकर आश्चर्य हुआ।,1
"ठीक है, यह पता चला कि वह अविश्वसनीय संवेदनशील है, वह एक पत्रिका रखता है और वह चित्र बनाता है।",1
"Okayyyyy, खोलें!",2
ये भारत में स्वादिष्ट चीजें हैं।,1
मैं नहीं जानता.,1
"हं, आप जानते हैं कि वे आप बहुत चाहते हैं, तो जब आप लोग वहाँ जाओ, वास्तव में पकड़.",2
"हाँ, यह मेरे चाचा लेनी को बताओ।",1
"अरे. ओह, तुम्हें देखो, dressy-dress.",1
तुम पर काम करता है।,1
वह छोटी वस्तुओं को संभालने में कैसे है?,1
हाँ??,1
क्या-क्या-क्या-क्या यह है?,2
"मैं क्या पहनना चाहिए, अब मैं सभी चिंतित हूँ।",0
हम सो गए! यह सब है।,1
"और फिर Ross का नया girlfriend, Bonnie, प्रकट होता है और रेशेल उसे अपने सिर को बचाने के लिए आश्वस्त करता है।",1
"यह एक परीक्षा थी. अच्छी प्रतिक्रिया. ठीक है, पूरा नाम.",1
"हाँ, ठीक है, स्कॉट!",1
"मज़ेदार? मज़ेदार कहाँ था? मुझे विशेष रूप से बताओ, कौन सा भाग मज़ेदार था? मेरा पिक कहाँ है?",0
"तो, क्या यह किसी अन्य रंग में आता है या",1
थोड़ा बड़ा।,1
"यह सिर्फ तुम और रचेल है, सिर्फ आप दो? यह एक डेट है. आप एक डेट पर जा रहे हैं.",2
मेरे कर्तव्य? ठीक है.,1
"ठीक है, ठीक है, ठीक है, हं... तो आप कृपया, हं... सिर्फ मुझे के लिए एक संदेश दें? कृपया? यह है",1
"ओह, मैं डेटिंग छोड़ता हूँ।",0
आप इसे वहाँ चाहते हैं? आप इसे वहाँ ले जाओ बच्चे!,2
"ओह, हम विक्टोरिया के दरवाज़े की एक संग्रह और कपर्ट-हेविट संग्रहालय को देखने गए।",1
तो क्या तुम उसे बताओगे?,1
"हं, लेकिन यह ठीक है, हम एक समझ है देखते हैं, हं, देखते हैं कि हम प्रत्येक पांच प्रसिद्ध लोगों की इस सूची है, तो मैं आप के साथ सोने के लिए अनुमति है।",1
हाँ! और तब तक आप मेरे लिए गाना करने जा रहे हैं क्योंकि रेडियो टूट गया है और आप स्वार्थी हैं लेकिन एक अच्छा आवाज है.,0
तुम समझते हो कि तुम मुझे इतनी अच्छी तरह जानते हो।,0
"अच्छा, अच्छा, मैं अब एक वकील हूँ।",1
"मैं जानता हूँ! चिप? अरे! यह मोनिका है. 'काई. 'काई. ठीक है. ठीक है, विदा. ओह मेरे भगवान, हम अभी था",2
और मैंने उसे कुछ भी नहीं सिखाया है जो एक सामान्य 6 साल के बच्चे को पता नहीं है।,1
कोई बुकेट का सम्मान नहीं करता!,0
"... धिक्कार, लड़की को नियुक्त करें! ठीक है, सभी तैयार हैं?",0
"नहीं-नहीं-नहीं-नहीं, वह नहीं है! नहीं! क्यों आप खेल को नष्ट करने की कोशिश कर रहे हैं? चलो!",0
हाँ!,2
"रोस, मैं वास्तव में नहीं सोचता",1
गॉड-बाई।,1
"ठीक है, उपकरण को वापस लें, उपकरण को वापस लें।",1
हाय बॉब.,1
"ओह, मोन, निश्चित है।",1
"मैं जानता हूँ, मैं अंगुली उठाने में मदद की।",1
तो... हम खाने जा रहे हैं.,1
मैं उसे इतना पसंद करता हूँ कि मुझे लगता है कि मैं आज 10 पेय पी चुके हैं और मैं सिर्फ 6 पी चुके हैं।,2
